"","logFC","logCPM","PValue","FDR"
"GRMZM5G887890",2.36304452478314,0.80331249894837,0.000557951784698449,0.00975109963819715
"GRMZM2G157369",0.63906432163216,10.8751077574914,0.000558421221984486,0.00975169717736743
"AC234522.1_FG005",0.621047012230702,9.76818589970518,0.000559377002941178,0.00975310826048611
"GRMZM2G322506",-1.18723309823254,4.20825645524563,0.000559395877251259,0.00975310826048611
"GRMZM2G041899",1.7891699808563,2.12777530997424,0.000560337664530104,0.00975310826048611
"GRMZM2G148985",0.5400407433877,6.22886791947968,0.000560472629176023,0.00975310826048611
"GRMZM2G316589",2.67050281024512,3.69863143624832,0.000561103111105926,0.00975310826048611
"GRMZM2G355572",2.31155350782831,2.67866784683224,0.000561113882962133,0.00975310826048611
"GRMZM2G096753",1.46475874016719,4.05817995017271,0.000561973187980925,0.00976047230752916
"GRMZM2G700188",-0.771642965620176,8.72109356199119,0.000570145560126965,0.00989474149856286
"GRMZM2G096389",0.975443895495186,3.98962355658818,0.000572019973293954,0.00991958784957511
"GRMZM2G528502",0.699755388540305,5.19572112008679,0.000572766442457568,0.00992485084552344
"GRMZM2G125522",0.909294094435175,4.39804277030519,0.000573495077830765,0.00992979692333717
"GRMZM2G000587",1.91848011838376,0.48864110983692,0.000576520491434009,0.00997447228616136
"GRMZM2G017586",0.627878052425776,6.88129807179897,0.000577506698860543,0.00998382529935993
"GRMZM2G159399",0.910547306217699,3.64411963303224,0.000580618036930365,0.010029874415902
"GRMZM2G109725",0.59562160788431,5.69515617807268,0.000581377687873121,0.0100352597047745
"GRMZM2G077316",1.28305825654688,2.52101761819332,0.000582183880466917,0.0100414394471603
"GRMZM2G157423",2.24384899868738,2.65428110607008,0.000583969820603125,0.0100644952543177
"GRMZM2G101024",0.938869256988692,5.52700421933324,0.000584611768668192,0.0100672566705097
"GRMZM5G880306",2.19029013650013,0.476274717496738,0.000585028707208377,0.0100672566705097
"GRMZM2G342386",0.702520739612184,4.5240143965638,0.000585945854583744,0.0100753007459315
"GRMZM2G106401",2.18784245596674,0.983596249957418,0.000587319608365297,0.0100855275618254
"GRMZM2G327234",1.11689864872755,3.16773948248642,0.000587440904627632,0.0100855275618254
"GRMZM2G321725",0.498130819090809,6.46404535042161,0.000591057217740826,0.010139844535592
"GRMZM2G174145",0.989209692489235,3.88731803442804,0.00059288403777394,0.0101603038811041
"GRMZM2G328893",0.747262659693509,5.54945956819761,0.000593156771992149,0.0101603038811041
"GRMZM2G149326",1.97087058950988,0.630008388239493,0.000596823518185524,0.0102129070937271
"GRMZM2G022403",0.816477484983383,4.66103962349195,0.000597139401597077,0.0102129070937271
"GRMZM2G158479",0.624447941846362,5.19448808478412,0.000597748344157077,0.0102155237611284
"GRMZM2G005461",-0.884416199404639,4.8134541763358,0.000599476839484451,0.0102372550218362
"GRMZM2G389233",0.540617103450199,7.51199003587054,0.000601135676967942,0.0102577645411019
"AC212859.3_FG007",-1.34384683222208,3.45663699420286,0.000602358985964913,0.0102708166518599
"GRMZM2G136567",-3.06039289140418,0.388100677073837,0.000604217992547028,0.0102915432248836
"GRMZM2G075839",0.669290130040246,5.74483433781411,0.000604493232936702,0.0102915432248836
"AC205677.3_FG001",-0.857047599640293,3.94315210265792,0.000605361798041842,0.0102985050000968
"GRMZM2G044629",1.53030060933105,3.9178883382147,0.000607480680166267,0.0103267106518401
"GRMZM2G100484",-1.07904240858346,3.62941190863237,0.000608637796691555,0.0103344261412572
"GRMZM2G330453",-0.999684933369931,4.79978842621897,0.000609302172007211,0.0103344261412572
"GRMZM2G018018",-1.0351150078455,3.66913904806422,0.000609318318794946,0.0103344261412572
"GRMZM2G141277",-1.89328149626027,3.80868810974117,0.000614611154093868,0.0104163108225969
"GRMZM2G068963",0.99365946523218,6.52437958918471,0.000616257886499808,0.0104363249788573
"GRMZM2G337532",-0.740286326531509,6.48655164238169,0.000617896220238205,0.0104561667782757
"GRMZM2G145968",0.537341562870123,7.14669688549972,0.000621849651016845,0.0105151256083263
"GRMZM2G057618",-1.22152889141513,3.43161543880463,0.0006223338761175,0.0105153774467667
"GRMZM2G134223",-1.33098552894315,1.54787405368524,0.000623670557382152,0.0105300217318366
"GRMZM2G032514",2.65231267473846,0.703353630107125,0.000626049178515584,0.0105614976924041
"GRMZM2G047262",1.86202180280304,3.21565546228187,0.000626477591305739,0.0105614976924041
"GRMZM2G405178",0.656255464256106,4.68616255178447,0.000630065697968121,0.0106140014759216
"GRMZM2G006745",0.581206199450591,5.70243264587825,0.000631518356396862,0.0106304799211658
"GRMZM2G053458",0.68936854659034,6.61949154124147,0.000632970396389993,0.0106469232215599
"GRMZM2G138676",1.21984576673236,4.80961536138656,0.000634975278386155,0.0106726339926795
"GRMZM2G568636",0.895421480227553,7.02208821384556,0.000638240758117153,0.0107194784000111
"GRMZM2G331368",-0.68190234261571,5.94784466816596,0.000641218920882776,0.0107572708190311
"GRMZM2G076946",-2.81572094961247,2.41668053924769,0.000641451185638272,0.0107572708190311
"GRMZM2G080034",-0.875054689077872,4.5258206940282,0.000642324003322832,0.0107638513795423
"GRMZM2G327635",-0.628745719890546,4.43586916587655,0.000654248316401198,0.0109554809633549
"GRMZM2G025459",1.4816980640838,3.93163493518695,0.000654903560702254,0.0109582630900179
"GRMZM2G306741",-0.701454934810931,5.07780147706492,0.000655687597195697,0.0109631944889325
"GRMZM2G554000",2.55233207963261,0.589071565604428,0.000657270521110571,0.0109700573383106
"GRMZM2G344634",1.34471190127407,5.50468053911333,0.000657421227103934,0.0109700573383106
"GRMZM2G165387",-1.20823680456316,6.48672281365614,0.000657566927264052,0.0109700573383106
"GRMZM2G399183",0.747941612745643,6.99550741160787,0.000659019897100232,0.0109861166625972
"GRMZM5G856969",1.52374833892584,2.97037886414812,0.000659610427931168,0.0109864371467892
"GRMZM2G057611",1.58929688999615,3.83524400614672,0.000660019834839466,0.0109864371467892
"GRMZM2G468132",-1.18718505159696,3.05360969366875,0.000661409875068482,0.0110014018195318
"GRMZM2G068128",-0.875504632868411,3.16070060516167,0.000662399893112833,0.0110075970262769
"GRMZM2G406951",-2.09526227769039,0.730914375604549,0.000662906973019241,0.0110075970262769
"GRMZM2G344630",1.31585086501999,1.76493941134678,0.000663344959980567,0.0110075970262769
"AC203173.3_FG004",0.81880717006972,7.82737182982507,0.0006637475377148,0.0110075970262769
"GRMZM2G018706",1.35664539999404,3.52188166968598,0.000665568988501061,0.0110296399314839
"GRMZM2G036562",2.40835946625781,1.01926068765036,0.000668383031872466,0.0110680870872894
"GRMZM2G007249",1.62280447251244,2.73276894646044,0.000671054522643718,0.0111041185966267
"GRMZM2G525317",-4.97134020682698,0.283926313334131,0.000673641038082072,0.0111386918510914
"GRMZM5G862817",0.705964821659314,5.46840897618949,0.000674212252582286,0.011139915574562
"GRMZM2G099797",0.624108351275869,4.62577313037703,0.000675188035813427,0.0111478172014737
"GRMZM2G569575",2.05471220144417,1.20859708495803,0.000675911315819786,0.0111515412598986
"GRMZM5G887851",1.27493840033409,3.54262149518418,0.000678666504252909,0.0111861330393626
"GRMZM2G408458",1.36626160404474,5.01537651937947,0.000679006513435983,0.0111861330393626
"GRMZM2G451314",-0.776128263253766,4.24771832851894,0.000681538616306295,0.011219597867996
"GRMZM2G050570",0.853213816846571,6.88768587804249,0.000686984490861689,0.0113009453140647
"GRMZM2G087671",-0.836494408098036,4.24506162108939,0.000693082366965485,0.0113892763513674
"GRMZM2G062156",1.58255809893374,2.1447600208995,0.000693370807554793,0.0113892763513674
"GRMZM2G520883",1.53422166543568,3.68370080183445,0.000694504213058604,0.0113995361857714
"GRMZM2G035118",-0.757334448465841,3.52287775923568,0.000699189680983283,0.0114680400024774
"GRMZM2G374777",1.79779940608705,0.711944744883347,0.000699701436437697,0.0114680400024774
"GRMZM2G125850",0.903863154129916,8.6871612104044,0.000701031269294785,0.0114814368337351
"GRMZM2G143646",-0.864103629996452,4.73473032467223,0.000702792287259692,0.0115018708517556
"GRMZM2G042552",0.681059579260503,5.86892477307432,0.000706048308195679,0.0115467243395067
"GRMZM2G170338",-1.00722141581819,6.6565264064882,0.000707402168449785,0.0115604271218946
"GRMZM2G069024",-0.635686634322727,7.3515418843335,0.000707933712841971,0.0115606813675105
"GRMZM2G134888",2.47055527065531,1.10134711376463,0.000709655629566231,0.0115803600731474
"GRMZM2G058305",-0.61557972386716,5.52882153978589,0.000710760264448309,0.0115899444868736
"GRMZM5G840703",1.05637508720721,4.10627173411357,0.000712316431200618,0.0116068724662181
"GRMZM2G088964",-1.72223854988708,1.84092381737725,0.000712972198376045,0.0116091149016099
"GRMZM2G058948",1.0166884598062,4.71806372659616,0.000715033192949291,0.0116342183645816
"GRMZM2G020150",1.33179772808997,2.50610223666638,0.000718746435542574,0.0116861494109807
"GRMZM2G005107",0.657156635706162,6.34549122109941,0.000721101050800239,0.0117159311408117
"GRMZM2G073814",1.15591088032745,3.98923127190667,0.00072697435635879,0.0118027974305933
"GRMZM2G032336",-0.577036295645601,5.80524587961622,0.000728913853966612,0.0118257167980608
"GRMZM2G039586",-0.679697024165925,6.8568011094007,0.000730507423500723,0.0118429948071879
"GRMZM2G337548",1.64469681244356,1.59887186604596,0.000732133457715582,0.0118607737672579
"GRMZM2G129451",0.802724882854649,8.00768404967071,0.000734252965629012,0.0118865156755188
"GRMZM2G004732",1.11887506137429,2.1766189310236,0.000737470588702949,0.0119299845053354
"GRMZM2G301803",-0.677946138089859,6.05631294632648,0.000738630063284151,0.0119401201788466
"GRMZM5G810061",0.717769842325547,10.6772983612917,0.000740656316040808,0.0119642427980492
"GRMZM2G315848",0.987344536509091,5.02023113530967,0.000744698357984468,0.0120208693880706
"GRMZM2G156068",0.55555066213777,7.44255920458957,0.000748745924492842,0.0120775035552643
"GRMZM2G467184",1.00726879250203,4.86097135274179,0.000749747452616353,0.0120849580401938
"GRMZM2G367234",2.42705660454001,1.06287086756832,0.000758555485109803,0.0122030496901655
"GRMZM2G334791",1.65615861405462,3.96194228893504,0.000758609740757851,0.0122030496901655
"GRMZM2G106600",0.802702004774377,6.09469279205974,0.000758707798187928,0.0122030496901655
"GRMZM2G131249",0.510976616941673,5.7281083640055,0.000763546148281103,0.0122720598653071
"GRMZM2G112377",2.18880312859209,1.15266177882055,0.000765680187320338,0.0122975373454568
"GRMZM5G836314",-2.21886673769941,3.12812902497236,0.000767656917238497,0.0123204536036737
"GRMZM6G435553",-0.837244137340677,5.76295034695612,0.000771126195566292,0.0123592746557899
"GRMZM2G163749",-0.698644194041844,5.72593267440761,0.00077117902114681,0.0123592746557899
"GRMZM2G589055",1.58333133986727,2.5428848762335,0.00077189158525025,0.0123602661379588
"GRMZM2G084406",-0.592758851824315,5.23756056920409,0.000772344235355601,0.0123602661379588
"GRMZM2G057186",0.662136593403467,11.6017352210726,0.00077469527691986,0.0123850351307538
"GRMZM2G114789",1.20809347780426,3.77216911661834,0.000774997511864174,0.0123850351307538
"GRMZM2G168510",-1.28950519374853,1.76626604085791,0.000777862135451522,0.0124219537739069
"GRMZM2G175995",1.9531719458573,2.67743019764584,0.000785840600906525,0.0125349447800695
"GRMZM2G032218",1.27684720204939,5.75819784049505,0.000786538763099257,0.0125349447800695
"GRMZM5G801436",0.850456466836763,5.72245810988532,0.00078661603931166,0.0125349447800695
"GRMZM5G877884",-1.03454983709277,2.70937925922031,0.00078817865378498,0.0125509187903713
"GRMZM2G002178",-2.2641258101181,1.96191593397029,0.000792925239435516,0.0126175355039437
"GRMZM2G136347",-1.56728923646212,1.04721126414949,0.000793746668779332,0.0126216423804123
"GRMZM2G033219",0.781778075035513,4.46814645928424,0.000794871024358275,0.0126305569508845
"GRMZM2G033058",0.678337801809998,7.56008967289614,0.000799146986984317,0.0126895026530004
"GRMZM2G096153",-1.1204146160135,3.93094456462737,0.000801930818038983,0.0127246883698041
"GRMZM2G070659",-1.11075641239155,7.33385547844249,0.000802868040649572,0.0127305438434209
"GRMZM2G068217",-0.517757054011895,7.67403693265238,0.000803765427659655,0.0127357598350174
"GRMZM2G023952",1.90082030595377,2.23634710783254,0.000805246062126319,0.0127429721881432
"GRMZM2G331058",2.82574657409003,0.624713534042924,0.000805358117313583,0.0127429721881432
"GRMZM2G149843",0.694925238805728,4.24451566665014,0.000810677516949982,0.0128180873445761
"GRMZM2G040970",0.901691050843012,6.87270560596611,0.00081614323291166,0.0128954084156458
"GRMZM2G073351",0.671950014612812,9.9224125456409,0.000821075826140097,0.0129642028785545
"GRMZM2G344212",-0.612236297508113,4.34305829015706,0.000821745528313156,0.0129656398322931
"GRMZM2G103873",-1.12660196639777,1.6897306260557,0.000823059219376463,0.0129772285785571
"GRMZM2G148925",1.19095776551167,2.06396700972668,0.000826658896388835,0.0130248189687706
"GRMZM2G108847",1.97063162969695,0.852201499179011,0.000832008300994275,0.0130927380004562
"GRMZM2G002121",0.825162554144811,4.71658986085656,0.000832138313441181,0.0130927380004562
"GRMZM2G043484",-0.898545770545591,3.34240002553278,0.000834130443476479,0.0131098515326102
"GRMZM2G118951",1.10045971863267,4.17475328490587,0.000834396263579654,0.0131098515326102
"GRMZM5G899349",-0.753243390039391,4.838399899314,0.000835481719280506,0.0131177070220601
"GRMZM2G101875",-1.43599894971209,4.86639563819917,0.00084405203821656,0.0132429873363039
"GRMZM2G461948",-0.881616153377569,3.76748307251735,0.00084567624202186,0.013249997390521
"GRMZM6G198866",1.44161469640913,4.45547759008022,0.000845681600912521,0.013249997390521
"GRMZM2G405368",-1.0762906558273,2.79648484930252,0.000850198961336729,0.0133114659180639
"GRMZM2G042664",-0.679876698410294,5.05945231665576,0.000854056644995663,0.0133625273262066
"GRMZM2G156937",-1.01810781702879,3.06547028257275,0.000855811296863046,0.0133806365011979
"GRMZM2G025992",0.622698522160887,5.49074571727632,0.000857489561079835,0.0133975269288659
"GRMZM2G027499",-0.962711331468462,3.93768925511857,0.000863536460655851,0.0134756440264907
"GRMZM2G073359",-1.27134922676972,4.52084583012422,0.000863692248249975,0.0134756440264907
"GRMZM2G172043",-1.62724596196525,2.26289307292392,0.000865571098151105,0.0134955605108389
"GRMZM2G396464",4.05804297143731,0.165583157014927,0.000867049579990001,0.0135092112932378
"GRMZM2G170413",1.10313351291967,4.36838954576075,0.000868810705140733,0.0135137624743364
"AC209206.3_FG011",-1.09799479344744,3.46081446905458,0.000868842568985594,0.0135137624743364
"GRMZM2G442387",1.97777704995467,1.28781604516283,0.000869151159362586,0.0135137624743364
"GRMZM2G305321",-1.10069226766487,3.13829154257321,0.000872817759666669,0.0135613605446128
"GRMZM2G069928",-0.69957454356336,4.87404074819017,0.00087616164208912,0.0136038819064496
"GRMZM2G139329",-1.33213668079615,1.97904959799143,0.00087717189830944,0.0136072547560517
"GRMZM2G153987",-1.16838194275767,1.77106892206102,0.000877593533697599,0.0136072547560517
"GRMZM2G119720",0.539954729730357,5.53105678569381,0.000880300069864785,0.0136397808197237
"GRMZM2G029756",-1.35866288803448,3.22827980298956,0.0008815061822529,0.0136490297258993
"GRMZM2G116079",-0.870999724593654,5.49061501495075,0.000883806336914779,0.0136751940459776
"GRMZM2G147849",0.895211791991369,6.11455302618599,0.000887296750299972,0.0137197264944588
"GRMZM2G089147",0.748056914627402,6.52431106248036,0.000891718453092651,0.0137785875458902
"GRMZM2G066575",-0.54243056646923,5.04007005083283,0.000894784628416687,0.013816436664146
"GRMZM2G020766",-0.863386201871994,3.57246686242089,0.000896446108023412,0.0138325585745624
"GRMZM2G165325",1.61131465307929,2.85983603047383,0.000897933772843644,0.0138459781008684
"GRMZM2G013114",-0.540904391258709,5.62448858364254,0.000898606406100134,0.0138468201710272
"GRMZM2G141222",0.783393722328786,2.80852410419436,0.00090512387413453,0.0139376635051437
"GRMZM2G033208",0.604349774503001,10.0806606826719,0.00090780373940271,0.0139693288333226
"GRMZM5G822137",0.958117082811904,4.22817285346161,0.000911065463628513,0.0140032040284537
"GRMZM6G577189",2.85043904429298,0.624932376973151,0.000911255142757664,0.0140032040284537
"GRMZM2G048205",0.671789638494458,9.35639472930965,0.000917684642288603,0.0140897478407535
"GRMZM2G445634",1.08780050534728,3.45950401442748,0.00091814469303727,0.0140897478407535
"GRMZM2G143788",-0.71577968348972,5.48053551653178,0.00092291511926521,0.0141532602649809
"GRMZM2G125308",1.01780227412316,2.75962862199301,0.000923569924788435,0.0141536143398665
"GRMZM2G389118",0.643352572729164,6.56682928310189,0.000926377157462337,0.0141800470221591
"GRMZM2G127143",1.71089552350214,1.46855016968714,0.000926560537399727,0.0141800470221591
"GRMZM2G032339",-2.30760619684548,1.41144084523787,0.000928506218781786,0.0142001241172737
"GRMZM2G384871",3.08722684987041,1.76820200765584,0.000930462633552524,0.0142203378613535
"GRMZM2G015401",0.985727947928898,3.95559532957099,0.000931349830453262,0.0142241942408353
